,cell_name,total_mass_1mb_87,total_mass_1mb_95,total_mass_1mb_98,total_mass_2mb_85,total_mass_4mb_85,cell_line
488,cell408_HeLa_,1614.9997033275015,845.450254413361,344.4339212091264,406.95774243573453,103.3764068625747,HeLa
489,cell117_HeLa_,1551.4715416932,880.0184736826793,362.064975212186,383.5712883151895,100.57508414495788,HeLa
490,cell120_HeLa_,1714.153794965726,873.3991209570089,354.6825680227888,441.6024425967886,112.44439862894711,HeLa
491,cell571_GM12878_,1416.3315902181278,838.4633883390586,350.3051132514206,347.8550593354281,83.89157440214944,GM12878
492,cell51_HeLa_,1706.1344991123538,903.2983960503886,365.24622985120465,433.1580037421917,105.84491201951356,HeLa
493,cell308_HeLa_,1475.3466849425795,851.9832277158066,351.61638117680764,363.8464000170489,96.2587691360745,HeLa
494,cell612_K562_,1507.9395581319877,840.3995689920309,346.3458181409387,383.0759428321945,98.46706464899205,K562
495,cell142_HeLa_,972.7031241245674,739.6068918274643,342.38724640867855,234.9695404007554,52.50077157703301,HeLa
496,cell131_HAP1_,1330.413664339303,824.2580601133683,344.79924357131586,348.5486079184724,83.759705753465,HAP1
497,cell495_HeLa_,1246.5155284593363,842.3826491907128,357.5197667657857,306.8049615991291,73.90261755675753,HeLa
498,cell419_HAP1_,1123.9173321206804,787.8200597296042,346.1633490720195,274.3252125339904,66.59054594086516,HAP1
499,cell15_HAP1_,958.2345455186842,744.3003518006399,338.15870153387647,227.98951927939953,53.21149212716563,HAP1
500,cell258_HAP1_,1162.445333748151,742.3149664265283,327.68018060417387,282.3292198651136,75.82186650853926,HAP1
501,cell584_K562_,1282.4811541139102,810.7599203667762,343.0677268530453,321.07765792400954,80.2025578020943,K562
502,cell22_HAP1_,1319.969805204676,848.1838976467517,351.8666898004242,326.55260672164945,77.8331613520607,HAP1
503,cell153_HAP1_,1356.4880880438573,862.9725978439565,362.5734731274327,339.6766873817825,82.18031962670342,HAP1
504,cell395_HeLa_,1269.6670952529532,822.946036868193,350.4654468012037,311.07318945690065,73.40200431761431,HeLa
505,cell77_HAP1_,1196.6697050389184,792.6413403952322,340.3380669514836,289.6616850342598,70.53311784411069,HAP1
506,cell40_HAP1_,1023.3020807684111,766.789878808069,343.2564770538173,252.17191629965015,59.373122297211,HAP1
507,cell290_HeLa_,1524.1077337998395,857.5377523622374,347.7467036516699,398.22063927671275,97.07118987432294,HeLa
508,cell66_HAP1_,1332.9888771918745,841.4074570824212,350.0926566822308,329.02185447866634,78.08124860898661,HAP1
509,cell175_HAP1_,745.3793887582726,574.1005181697392,284.0634858269064,183.70273382758214,46.16060980935161,HAP1
510,cell384_HeLa_,1587.669231584259,856.6419500926833,352.1326518730193,399.82579563445574,104.33303489050869,HeLa
511,cell33_HAP1_,1475.5062623890508,844.6944118278348,350.9123297097332,368.0836012627331,97.50700417312243,HAP1
512,cell88_HeLa_,1817.1044530036872,894.1115365711814,352.89861637904875,481.35091199798353,116.09667586006677,HeLa
513,cell164_HeLa_,1445.2044174035982,830.2140546774901,352.4338982302017,373.3388863626204,93.66931921934997,HeLa
514,cell319_HeLa_,1503.0462454009744,881.1302068891596,365.01645862799325,380.7041766059704,93.99542807753667,HeLa
515,cell581_GM12878_,1519.1204747836546,847.7657141363172,347.5700854924312,384.94160359639835,88.05936103112778,GM12878
516,cell281_HAP1_,1653.0211810359374,888.8872695573928,358.0256982171981,416.63801896435643,104.0941491263322,HAP1
517,cell106_HeLa_,1590.0847348375075,866.0786375595212,355.51974447537316,397.00936045620205,92.1205253670789,HeLa
518,cell99_HAP1_,951.2343773455043,731.5239817128527,335.26436201771327,230.86739923836043,60.195287443663176,HAP1
519,cell441_HAP1_,1526.1300448855436,872.1165739579616,364.81073841615,376.7935625612042,89.79636402974803,HAP1
520,cell398_HeLa_,1722.1291295100932,897.3698966456477,360.9966429824047,439.9531652233751,101.49766475488501,HeLa
521,cell314_HAP1_,1797.6879928040833,946.9903568044876,368.5080729972807,449.5519939072488,108.80469088341445,HAP1
522,cell516_GM12878_,1384.412105241933,820.0851567358532,348.9720987046396,355.35200623902193,84.98820677117739,GM12878
523,cell200_HAP1_,1027.481760167635,747.3505203958819,336.9644771363507,245.8906889363096,62.037512506705966,HAP1
524,cell341_HAP1_,1392.8222993301133,813.6355894674896,341.48423172766354,344.9884430987006,85.60973496054902,HAP1
525,cell498_HeLa_,803.8866871400594,580.3790594347643,291.4806009587692,192.7459032682035,58.48926521644664,HeLa
526,cell376_HAP1_,1625.657101316653,883.4268144865937,359.02015917834115,428.3616795016869,110.81355621784385,HAP1
527,cell414_HAP1_,1125.0977196080742,800.226433811679,343.59951327438245,272.3213167535193,65.60318795161567,HAP1
528,cell255_HAP1_,1556.9562789132992,879.2315860183375,359.9829236099654,395.46757979584555,101.2043663887626,HAP1
529,cell589_K562_,1476.3771725375682,852.8251906495539,354.8327854961781,368.45872752975936,82.6852968678604,K562
530,cell262_HAP1_,1586.0641449408972,901.3193498962589,361.72453805737473,394.33110481039176,91.17059780274566,HAP1
531,cell211_HeLa_,1292.1143241783966,769.660734245924,324.7771156980848,321.9766145911386,80.41482515803565,HeLa
532,cell541_K562_,1669.3282712243695,878.5406113556819,353.0121668826635,415.19936411717913,105.64014638178118,K562
533,cell576_K562_,1629.9331553507136,869.8442616578793,355.52770000947777,429.9567024734381,100.07209563159665,K562
534,cell178_HeLa_,1031.457623770994,734.9199956257372,326.8215099910618,245.06277291001044,54.661493400624494,HeLa
535,cell389_HAP1_,885.56980937661,709.7895914388247,336.82449945815347,213.35921763528745,49.1138819740246,HAP1
536,cell450_HeLa_,1330.257214776998,844.7039314652588,356.32254044379124,324.3742545531951,78.57398406722655,HeLa
537,cell523_K562_,1197.5239021863154,767.3135691548232,335.7767851982198,312.7309561536593,79.02826669585762,K562
538,cell273_HeLa_,1322.6890123794433,812.236731179958,352.081663036087,323.9311308200597,92.45091116825166,HeLa
539,cell244_HeLa_,1696.154136894566,868.857459950407,352.0060624969412,433.8844713586251,113.64066117163475,HeLa
540,cell514_K562_,1478.0720118593158,865.5666293753126,356.13429655164,373.1235370334722,88.79622661692093,K562
541,cell85_HAP1_,924.4981664177408,682.6939011904673,320.4345061498402,227.54809394727872,56.72858593962737,HAP1
542,cell367_HeLa_,1452.6517723581505,858.3529921572618,348.1075550507256,360.23157809968933,89.73653038794617,HeLa
543,cell208_HeLa_,1773.1504064872724,910.0876023447375,368.96892066062435,446.84456240507257,114.54717442018404,HeLa
544,cell558_K562_,1346.410768809823,854.3419848954815,360.6606568213681,320.4357692572082,85.40934366121468,K562
545,cell161_HeLa_,1542.9977168316452,850.7288929620802,351.03247540259514,382.157873147861,98.0366479969602,HeLa
546,cell390_HAP1_,1438.302846647921,867.1483971558368,355.75192771982427,355.56363369044914,81.87895146017703,HAP1
547,cell156_HeLa_,1608.958673503983,855.4267169446224,351.01638081705727,403.9382454307986,101.44703077885083,HeLa
548,cell27_HeLa_,1403.1092096823038,822.530279256873,352.10328283611096,347.7905390149001,90.40002277199268,HeLa
549,cell10_HeLa_,1807.6147058934512,880.9118802970497,360.0694342769597,496.0960024971872,122.28022563939284,HeLa
550,cell134_HeLa_,1652.7100549346553,876.9371375601169,365.7146054578914,433.09756127623393,115.12133672276303,HeLa
551,cell349_HeLa_,1533.545284511374,858.6638521273799,347.3063232611903,405.8413950355007,107.61496505218054,HeLa
552,cell170_HAP1_,1284.1143893247424,818.7720817561824,344.8158576189492,320.6560126906207,79.46444955343944,HAP1
553,cell528_GM12878_,1388.2273662023863,815.36591982033,348.29914947636337,350.12528355212805,76.77721588045526,GM12878
554,cell595_GM12878_,1184.807191578729,783.5270797285725,345.86432396969116,289.3019171749912,66.89468965607185,GM12878
555,cell4_HeLa_,1671.5629729869959,888.4761281537319,363.3045149444566,421.5754156876256,99.45261238029286,HeLa
556,cell590_K562_,1528.4573020914486,874.3150548783315,355.57538519986747,379.2912463102303,92.42401613951392,K562
557,cell455_HeLa_,711.8817302725188,584.7165564527742,309.0579587118317,174.08211950500703,48.456040154053035,HeLa
558,cell300_HeLa_,1384.8742807806125,838.4761226852614,354.7100878551609,351.22935535351127,84.68939887584581,HeLa
559,cell573_K562_,1262.002820522579,807.5363496433117,343.1526179693083,299.904349759253,76.98495570625613,K562
560,cell502_GM12878_,1726.663837858553,862.5798099359176,352.06208857044453,455.13959939228715,111.04780063995696,GM12878
561,cell544_K562_,1653.795940215192,894.0674634151004,364.2638318480591,421.53273108795787,98.34026958026925,K562
562,cell59_HeLa_,1666.8985245289898,893.4564991540265,358.3515751220195,423.84403609779054,108.25027708442148,HeLa
563,cell128_HeLa_,1433.615652564181,866.8696675890906,356.42490702463033,357.5455543041453,81.77729140302759,HeLa
564,cell193_HAP1_,755.2494090387811,590.7629165718079,301.8006838341521,185.0874422356225,46.49848445234223,HAP1
565,cell362_HeLa_,1525.0489333559583,890.514911914303,362.74860007048596,382.1739836188856,93.46248844086978,HeLa
566,cell619_GM12878_,1612.3636413054223,822.5528761193145,334.14651406432233,404.8618609212167,107.51720204933645,GM12878
567,cell400_HeLa_,1161.5639541383698,796.5327775068686,349.4417381272375,277.22398002621196,75.94553484739838,HeLa
568,cell511_K562_,1534.2900956266058,859.2133294482264,353.4386225530449,393.330419549514,100.82206495715704,K562
569,cell241_HeLa_,1510.4065926500439,845.5723393978773,349.07788741742513,372.9062904439096,97.56974258040364,HeLa
570,cell80_HAP1_,1741.2133715901464,867.8741403853091,348.4505428226779,447.61928824470857,123.03246464548391,HAP1
571,cell526_K562_,1357.341519613671,830.6587555268716,347.5553751479022,329.4340763658771,85.96300158766306,K562
572,cell205_HAP1_,529.9650601433973,460.90270017171963,270.8574208002924,131.11941896556834,33.95412174212373,HAP1
573,cell48_HAP1_,1477.1574397015847,880.7271873874932,358.9926561837533,367.36532557634865,90.51845196092219,HAP1
574,cell289_HeLa_,1430.4449995454465,867.3940582016608,352.986841981519,355.28656989491844,84.62709407653159,HeLa
575,cell232_HAP1_,1340.207065663866,847.5272778108231,358.80314334169236,331.93341419218996,79.94322664761447,HAP1
576,cell473_HAP1_,781.9074485609094,642.9453250448144,329.6855735965897,185.500108223139,37.549422069300746,HAP1
577,cell311_HAP1_,1481.0842625006962,888.3084570905182,358.18357596549174,373.7178049104606,89.6206903274677,HAP1
578,cell326_HAP1_,818.8867769896544,633.3480455647439,308.7584571494074,197.905268736822,50.94152123281664,HAP1
579,cell444_HAP1_,901.1724824291823,707.0491628417085,334.5796828390875,211.79191779210444,53.419792207756444,HAP1
580,cell91_HeLa_,1581.6232924182973,866.3996197748822,352.6338075938397,396.78088718034815,104.23948360132397,HeLa
581,cell373_HAP1_,1029.068245441007,755.7685063392795,332.63461305609053,246.94613097600038,60.22423445860881,HAP1
582,cell182_HeLa_,1685.0424823458693,878.8321127875147,363.21053604556124,442.84258872828934,122.90937112726245,HeLa
583,cell426_HAP1_,1196.4378153505265,824.1751904209001,356.892238319592,289.6574846606072,66.67682366870864,HAP1
584,cell344_HAP1_,1525.4599921222182,851.3664293953802,353.60505685266537,386.32842465995384,92.05000720739015,HAP1
585,cell437_HAP1_,1042.1998321248145,723.2527881368202,322.33738803429503,264.6910212979141,69.90911120302093,HAP1
586,cell355_HAP1_,1150.7276144030848,757.0809257851064,326.41462042885007,282.80739048628516,66.82096640603795,HAP1
587,cell9_HeLa_,1309.2672222348372,831.7080394650197,353.77304661777066,318.70266046008874,84.0669317816965,HeLa
588,cell276_HAP1_,1111.4121456067144,755.7173725337591,332.7544511721213,280.94495176493996,67.54372473277135,HAP1
589,cell337_HAP1_,1214.2031504755435,817.2543032438858,350.3933466372282,299.2659106480497,74.36579954863265,HAP1
590,cell462_HAP1_,735.9089863544211,595.2193095753519,304.44362279909205,173.7244905345371,45.337207722604916,HAP1
591,cell223_HAP1_,1543.8726368467774,869.9221637315823,359.73564567335086,395.58359806978785,90.36298658229477,HAP1
592,cell214_HAP1_,1540.9354768494372,879.9546242239683,353.68723921967796,388.483118932836,92.29972589410568,HAP1
593,cell298_HeLa_,1383.2861228579309,825.6538600779236,351.82594082733704,346.16445562677393,79.6231220597724,HeLa
594,cell537_K562_,860.9673912674614,626.7904815124425,289.83715655743543,212.2949436469488,56.0726860220832,K562
595,cell267_HeLa_,1437.275149406739,846.607175249186,355.64307478079445,354.0823084918964,95.17506778249998,HeLa
596,cell250_HeLa_,1561.0802053733787,884.2374292517545,364.7856217706943,393.08076545897575,90.24464514127226,HeLa
597,cell500_K562_,1648.6382098995841,890.7873667526195,366.8762824742863,416.743762584983,107.98309167087072,K562
598,cell411_HeLa_,1381.0049432402989,817.7533085652034,345.3284133713522,340.52032402365694,102.10628666062004,HeLa
599,cell139_HeLa_,1476.3094711711012,879.3250211236784,364.114172497477,365.00183500536826,90.84168135718141,HeLa
600,cell555_K562_,1365.0124998821752,853.955869707973,352.49007602567633,337.6796679181914,83.02796686725408,K562
601,cell490_HeLa_,938.4793897299991,708.5802663102518,325.3500096957616,236.56362001519813,53.29456276755609,HeLa
602,cell103_HAP1_,941.1631674489581,714.940742837719,338.40156403201627,226.05656967316548,55.94293422417843,HAP1
603,cell45_HAP1_,1633.6013313476246,885.3524601586355,348.4059320997544,417.8772760706745,94.36142510151592,HAP1
604,cell284_HeLa_,1777.1655016458417,907.139003320354,352.7216779883635,475.0303228962121,117.130237907323,HeLa
605,cell72_HAP1_,1577.2809860074858,886.3601714814403,360.8078067022858,393.48232627829395,94.51317746721362,HAP1
606,cell449_HAP1_,1663.0341947586976,885.8210297868167,356.64671580728486,423.01172343274345,103.410112366425,HAP1
607,cell125_HeLa_,1366.7804084068378,832.449492257301,344.34537566925144,342.68930760427804,87.99231936353068,HeLa
608,cell358_HeLa_,1252.8224483040574,803.654320581704,345.5099961199271,307.08300615520704,70.92853545729855,HeLa
609,cell481_HAP1_,1178.4997740272236,791.2146906602778,333.7270103072744,300.29491579112727,74.82898582065323,HAP1
610,cell112_HeLa_,1486.0043646216009,884.8262705497483,367.2075117870812,366.6306283067681,89.22990851433984,HeLa
611,cell36_HeLa_,1673.1649014303853,844.3066397891273,346.49863426723635,438.4596760341401,107.7959700680037,HeLa
612,cell147_HeLa_,1533.4236766920153,862.5762505956816,357.23166251647217,391.96243847381834,96.48815599164922,HeLa
613,cell458_HeLa_,1208.5376970175375,774.2827081569806,335.9373885406551,297.93286609917993,70.00670947741364,HeLa
614,cell381_HAP1_,1374.6054593639578,823.4482685512368,347.1938858215548,350.0105214655506,81.91775748640967,HAP1
615,cell63_HeLa_,1577.1327270991455,831.020976408545,352.52735006547994,403.02104591152454,110.95062723861929,HeLa
616,cell54_HeLa_,1417.3364865068907,833.2856179911003,352.08428151429985,354.4851480387673,86.89789383998664,HeLa
617,cell549_K562_,1388.6053575589192,838.461384428042,350.79760894699587,338.67601297015835,90.95144358318959,K562
618,cell219_HeLa_,1573.1959543303965,869.1114723630903,362.48181091877495,391.24826094001753,97.7035348467241,HeLa
619,cell295_HAP1_,1418.0800135588843,847.3441041047909,348.75697818472366,353.6051844453617,88.30036998535795,HAP1
